date,day_of_week,month,season,area,severity,outage_hours,incidents,temperature_c,demand_index,feeder_overload,is_holiday
2022-01-03,Monday,1,winter,North Nazimabad,medium,4.7,1,17.6,1.3,0,0
2022-01-03,Monday,1,winter,Korangi,high,7.7,3,22.7,2.7,0,0
2022-01-03,Monday,1,winter,Landhi,high,8.3,4,22.0,2.8,0,0
2022-01-03,Monday,1,winter,Defence (DHA),low,1.7,1,18.7,0.5,0,0
2022-01-03,Monday,1,winter,Clifton,low,1.7,1,23.1,0.6,0,0
2022-01-03,Monday,1,winter,SITE Area,medium,5.6,1,23.1,2.0,0,0
2022-01-03,Monday,1,winter,Orangi Town,high,6.3,3,21.6,2.1,0,0
2022-01-03,Monday,1,winter,Malir,high,7.1,2,19.4,2.1,0,0
2022-01-03,Monday,1,winter,Saddar,medium,4.3,1,16.0,1.1,0,0
2022-01-03,Monday,1,winter,Gulberg,medium,5.4,2,20.7,1.7,0,0
2022-01-03,Monday,1,winter,Liaquatabad,high,8.2,2,19.0,2.4,0,0
2022-01-03,Monday,1,winter,Federal B Area,medium,3.6,1,19.0,1.0,0,0
2022-01-03,Monday,1,winter,Nazimabad,medium,6.3,2,20.7,2.0,0,0
2022-01-03,Monday,1,winter,Baldia Town,high,8.0,2,21.0,2.6,0,0
2022-01-04,Tuesday,1,winter,Gulshan-e-Iqbal,medium,4.3,1,21.9,1.4,0,0
2022-01-04,Tuesday,1,winter,North Nazimabad,medium,5.0,2,19.3,1.5,0,0
2022-01-04,Tuesday,1,winter,Korangi,high,6.7,1,17.1,1.8,0,0
2022-01-04,Tuesday,1,winter,Landhi,high,8.6,3,20.5,2.7,0,0
2022-01-04,Tuesday,1,winter,Defence (DHA),low,1.4,1,19.5,0.4,0,0
2022-01-04,Tuesday,1,winter,Clifton,low,0.3,1,19.2,0.1,0,0
2022-01-04,Tuesday,1,winter,SITE Area,medium,5.3,2,18.4,1.5,0,0
2022-01-04,Tuesday,1,winter,Orangi Town,high,8.3,2,20.8,2.7,0,0
2022-01-04,Tuesday,1,winter,Malir,high,8.5,4,20.3,2.6,0,0
2022-01-04,Tuesday,1,winter,Saddar,medium,4.4,1,19.9,1.3,0,0
2022-01-04,Tuesday,1,winter,Gulberg,medium,4.1,2,19.9,1.3,0,0
2022-01-04,Tuesday,1,winter,Liaquatabad,high,7.0,1,24.9,2.7,0,0
2022-01-04,Tuesday,1,winter,Federal B Area,medium,4.0,1,20.6,1.3,0,0
2022-01-04,Tuesday,1,winter,Nazimabad,medium,5.6,1,17.7,1.5,0,0
2022-01-04,Tuesday,1,winter,Baldia Town,high,9.3,4,21.5,3.1,1,0
2022-01-05,Wednesday,1,winter,Gulshan-e-Iqbal,medium,4.8,1,18.2,1.3,0,0
2022-01-05,Wednesday,1,winter,North Nazimabad,medium,6.7,3,17.2,1.8,0,0
2022-01-05,Wednesday,1,winter,Korangi,high,7.5,4,24.4,2.8,0,0
2022-01-05,Wednesday,1,winter,Landhi,high,7.6,3,18.9,2.2,0,0
2022-01-05,Wednesday,1,winter,Defence (DHA),low,1.5,1,19.0,0.4,0,0
2022-01-05,Wednesday,1,winter,Clifton,low,0.2,1,20.1,0.1,0,0
2022-01-05,Wednesday,1,winter,SITE Area,medium,4.8,2,20.9,1.5,0,0
2022-01-05,Wednesday,1,winter,Orangi Town,high,7.7,2,23.1,2.7,0,0
2022-01-05,Wednesday,1,winter,Malir,high,6.4,1,19.4,1.9,0,0
2022-01-05,Wednesday,1,winter,Saddar,medium,4.9,2,17.5,1.3,0,0
2022-01-05,Wednesday,1,winter,Gulberg,medium,5.8,1,22.6,2.0,0,0
2022-01-05,Wednesday,1,winter,Liaquatabad,high,5.7,2,20.4,1.8,0,0
2022-01-05,Wednesday,1,winter,Federal B Area,medium,4.4,1,21.6,1.5,0,0
2022-01-05,Wednesday,1,winter,Nazimabad,medium,4.6,1,17.4,1.2,0,0
2022-01-05,Wednesday,1,winter,Baldia Town,high,8.8,2,20.6,2.8,0,0
2022-01-06,Thursday,1,winter,Gulshan-e-Iqbal,medium,4.4,1,20.7,1.4,0,0
2022-01-06,Thursday,1,winter,North Nazimabad,medium,5.1,2,20.5,1.6,0,0
2022-01-06,Thursday,1,winter,Korangi,high,7.2,2,18.6,2.1,0,0
2022-01-06,Thursday,1,winter,Landhi,high,9.9,4,20.9,3.2,1,0
2022-01-06,Thursday,1,winter,Defence (DHA),low,0.4,1,21.3,0.1,0,0
2022-01-06,Thursday,1,winter,Clifton,low,0.6,1,21.6,0.2,0,0
2022-01-06,Thursday,1,winter,SITE Area,medium,6.5,2,18.4,1.8,0,0
2022-01-06,Thursday,1,winter,Orangi Town,high,9.2,3,20.8,2.9,1,0
2022-01-06,Thursday,1,winter,Malir,high,7.7,2,23.8,2.8,0,0
2022-01-06,Thursday,1,winter,Saddar,medium,4.0,2,18.5,1.1,0,0
2022-01-06,Thursday,1,winter,Gulberg,medium,4.9,1,18.4,1.4,0,0
2022-01-06,Thursday,1,winter,Liaquatabad,high,6.9,3,20.7,2.2,0,0
2022-01-06,Thursday,1,winter,Federal B Area,medium,4.4,2,21.7,1.5,0,0
2022-01-06,Thursday,1,winter,Nazimabad,medium,5.6,3,22.9,2.0,0,0
2022-01-06,Thursday,1,winter,Baldia Town,high,8.2,2,25.4,3.2,0,0
2022-01-07,Friday,1,winter,Gulshan-e-Iqbal,medium,5.1,3,18.3,1.4,0,0
2022-01-07,Friday,1,winter,North Nazimabad,medium,5.3,3,21.0,1.7,0,0
2022-01-07,Friday,1,winter,Korangi,high,7.5,2,21.4,2.5,0,0
2022-01-07,Friday,1,winter,Landhi,high,9.6,4,19.9,2.9,1,0
2022-01-07,Friday,1,winter,Defence (DHA),low,0.9,1,17.0,0.2,0,0
2022-01-07,Friday,1,winter,Clifton,low,1.2,1,21.7,0.4,0,0
2022-01-07,Friday,1,winter,SITE Area,medium,6.3,1,17.5,1.7,0,0
2022-01-07,Friday,1,winter,Orangi Town,high,9.4,3,20.8,3.0,1,0
2022-01-07,Friday,1,winter,Malir,high,7.0,2,20.3,2.2,0,0
2022-01-07,Friday,1,winter,Saddar,medium,4.7,1,17.7,1.3,0,0
2022-01-07,Friday,1,winter,Gulberg,medium,6.4,3,21.1,2.1,0,0
2022-01-07,Friday,1,winter,Liaquatabad,high,8.6,4,22.1,2.9,0,0
2022-01-07,Friday,1,winter,Federal B Area,medium,3.5,2,18.1,1.0,0,0
2022-01-07,Friday,1,winter,Nazimabad,medium,6.6,1,21.0,2.1,0,0
2022-01-07,Friday,1,winter,Baldia Town,high,9.7,4,27.7,4.1,1,0
2022-01-08,Saturday,1,winter,Gulshan-e-Iqbal,medium,3.8,1,22.3,1.3,0,0
2022-01-08,Saturday,1,winter,North Nazimabad,medium,5.2,1,21.3,1.7,0,0
2022-01-08,Saturday,1,winter,Korangi,high,5.3,1,21.5,1.7,0,0
2022-01-08,Saturday,1,winter,Landhi,high,6.1,1,19.5,1.8,0,0
2022-01-08,Saturday,1,winter,Defence (DHA),low,0.7,1,20.2,0.2,0,0
2022-01-08,Saturday,1,winter,Clifton,low,3.0,1,16.3,0.8,0,0
2022-01-08,Saturday,1,winter,SITE Area,medium,5.0,2,16.8,1.3,0,0
2022-01-08,Saturday,1,winter,Orangi Town,high,6.3,1,22.2,2.1,0,0
2022-01-08,Saturday,1,winter,Malir,high,5.7,1,17.8,1.6,0,0
2022-01-08,Saturday,1,winter,Saddar,medium,2.8,2,21.4,0.9,0,0
2022-01-08,Saturday,1,winter,Gulberg,medium,3.9,2,20.4,1.2,0,0
2022-01-08,Saturday,1,winter,Liaquatabad,high,5.6,2,18.7,1.6,0,0
2022-01-08,Saturday,1,winter,Federal B Area,medium,5.1,1,21.3,1.7,0,0
2022-01-08,Saturday,1,winter,Nazimabad,medium,2.9,2,20.4,0.9,0,0
2022-01-08,Saturday,1,winter,Baldia Town,high,6.2,2,21.7,2.1,0,0
2022-01-09,Sunday,1,winter,Gulshan-e-Iqbal,medium,2.3,1,19.8,0.7,0,0
2022-01-09,Sunday,1,winter,North Nazimabad,medium,4.3,2,21.7,1.4,0,0
2022-01-09,Sunday,1,winter,Korangi,high,3.9,1,19.3,1.2,0,0
2022-01-09,Sunday,1,winter,Landhi,high,5.5,1,18.7,1.6,0,0
2022-01-09,Sunday,1,winter,Defence (DHA),low,2.4,1,20.8,0.8,0,0
2022-01-09,Sunday,1,winter,Clifton,low,0.0,1,21.8,0.0,0,0
2022-01-09,Sunday,1,winter,SITE Area,medium,5.6,1,22.1,1.9,0,0
2022-01-09,Sunday,1,winter,Orangi Town,high,4.7,2,19.0,1.4,0,0
2022-01-09,Sunday,1,winter,Malir,high,5.9,3,18.6,1.7,0,0
2022-01-09,Sunday,1,winter,Saddar,medium,3.3,2,21.5,1.1,0,0
2022-01-09,Sunday,1,winter,Gulberg,medium,3.2,1,19.9,1.0,0,0
2022-01-09,Sunday,1,winter,Liaquatabad,high,2.3,1,18.0,0.6,0,0
2022-01-09,Sunday,1,winter,Federal B Area,medium,2.7,2,17.5,0.7,0,0
2022-01-09,Sunday,1,winter,Nazimabad,medium,5.2,2,17.1,1.4,0,0
2022-01-09,Sunday,1,winter,Baldia Town,high,5.5,3,20.3,1.7,0,0
2022-01-10,Monday,1,winter,Gulshan-e-Iqbal,medium,5.4,2,17.1,1.4,0,0
2022-01-10,Monday,1,winter,North Nazimabad,medium,6.5,2,20.0,2.0,0,0
2022-01-10,Monday,1,winter,Korangi,high,6.2,1,20.9,2.0,0,0
2022-01-10,Monday,1,winter,Landhi,high,8.6,2,18.8,2.5,0,0
2022-01-10,Monday,1,winter,Defence (DHA),low,1.5,1,19.2,0.4,0,0
2022-01-10,Monday,1,winter,Clifton,low,1.5,1,21.3,0.5,0,0
2022-01-10,Monday,1,winter,SITE Area,medium,6.9,1,17.5,1.9,0,0
2022-01-10,Monday,1,winter,Orangi Town,high,10.1,3,16.1,2.5,1,0
2022-01-10,Monday,1,winter,Malir,high,6.9,1,21.2,2.2,0,0
2022-01-10,Monday,1,winter,Saddar,medium,4.4,1,18.8,1.3,0,0
2022-01-10,Monday,1,winter,Gulberg,medium,5.4,3,19.0,1.6,0,0
2022-01-10,Monday,1,winter,Liaquatabad,high,6.5,1,21.7,2.2,0,0
2022-01-10,Monday,1,winter,Federal B Area,medium,4.5,2,18.6,1.3,0,0
2022-01-10,Monday,1,winter,Nazimabad,medium,6.3,2,20.6,2.0,0,0
2022-01-10,Monday,1,winter,Baldia Town,high,9.1,4,21.3,3.0,1,0
2022-01-11,Tuesday,1,winter,Gulshan-e-Iqbal,medium,3.5,1,18.9,1.0,0,0
2022-01-11,Tuesday,1,winter,North Nazimabad,medium,6.2,2,21.2,2.0,0,0
2022-01-11,Tuesday,1,winter,Korangi,high,7.0,2,20.2,2.2,0,0
2022-01-11,Tuesday,1,winter,Landhi,high,9.4,4,18.8,2.7,1,0
2022-01-11,Tuesday,1,winter,Defence (DHA),low,1.8,1,19.6,0.5,0,0
2022-01-11,Tuesday,1,winter,Clifton,low,1.2,1,22.2,0.4,0,0
2022-01-11,Tuesday,1,winter,SITE Area,medium,6.3,2,21.6,2.1,0,0
2022-01-11,Tuesday,1,winter,Orangi Town,high,9.4,4,20.0,2.9,1,0
2022-01-11,Tuesday,1,winter,Malir,high,7.5,2,19.4,2.2,0,0
2022-01-11,Tuesday,1,winter,Saddar,medium,4.5,2,19.7,1.4,0,0
2022-01-11,Tuesday,1,winter,Gulberg,medium,5.7,3,21.2,1.9,0,0
2022-01-11,Tuesday,1,winter,Liaquatabad,high,6.3,1,24.2,2.3,0,0
2022-01-11,Tuesday,1,winter,Federal B Area,medium,3.4,2,17.6,0.9,0,0
2022-01-11,Tuesday,1,winter,Nazimabad,medium,6.5,3,21.6,2.2,0,0
2022-01-11,Tuesday,1,winter,Baldia Town,high,8.9,3,21.3,2.9,0,0
2022-01-12,Wednesday,1,winter,Gulshan-e-Iqbal,medium,4.2,2,18.2,1.2,0,0
2022-01-12,Wednesday,1,winter,North Nazimabad,medium,5.7,2,18.6,1.6,0,0
2022-01-12,Wednesday,1,winter,Korangi,high,7.8,2,19.7,2.4,0,0
2022-01-12,Wednesday,1,winter,Landhi,high,7.7,3,19.4,2.3,0,0
2022-01-12,Wednesday,1,winter,Defence (DHA),low,1.7,1,18.9,0.5,0,0
2022-01-12,Wednesday,1,winter,Clifton,low,0.7,1,20.5,0.2,0,0
2022-01-12,Wednesday,1,winter,SITE Area,medium,5.8,2,19.0,1.7,0,0
2022-01-12,Wednesday,1,winter,Orangi Town,high,8.0,2,20.5,2.5,0,0
2022-01-12,Wednesday,1,winter,Malir,high,5.8,3,17.2,1.5,0,0
2022-01-12,Wednesday,1,winter,Saddar,medium,3.6,2,19.6,1.1,0,0
2022-01-12,Wednesday,1,winter,Gulberg,medium,5.8,2,23.0,2.0,0,0
2022-01-12,Wednesday,1,winter,Liaquatabad,high,7.7,4,19.7,2.3,0,0
2022-01-12,Wednesday,1,winter,Federal B Area,medium,4.2,1,18.0,1.2,0,0
2022-01-12,Wednesday,1,winter,Nazimabad,medium,5.6,3,19.4,1.7,0,0
2022-01-12,Wednesday,1,winter,Baldia Town,high,8.7,2,18.3,2.4,0,0
2022-01-13,Thursday,1,winter,Gulshan-e-Iqbal,medium,4.6,2,23.1,1.6,0,0
2022-01-13,Thursday,1,winter,North Nazimabad,medium,5.5,2,20.8,1.8,0,0
2022-01-13,Thursday,1,winter,Korangi,high,7.6,4,19.2,2.2,0,0
2022-01-13,Thursday,1,winter,Landhi,high,8.6,4,20.0,2.6,0,0
2022-01-13,Thursday,1,winter,Defence (DHA),low,1.5,1,18.5,0.4,0,0
2022-01-13,Thursday,1,winter,Clifton,low,1.4,1,21.0,0.5,0,0
2022-01-13,Thursday,1,winter,SITE Area,medium,6.8,1,21.9,2.3,0,0
2022-01-13,Thursday,1,winter,Orangi Town,high,10.1,4,18.5,2.9,1,0
2022-01-13,Thursday,1,winter,Malir,high,7.7,2,20.4,2.4,0,0
2022-01-13,Thursday,1,winter,Saddar,medium,6.0,3,18.4,1.7,0,0
2022-01-13,Thursday,1,winter,Gulberg,medium,4.9,2,18.8,1.4,0,0
2022-01-13,Thursday,1,winter,Liaquatabad,high,5.3,1,18.9,1.5,0,0
2022-01-13,Thursday,1,winter,Federal B Area,medium,3.6,2,20.3,1.1,0,0
2022-01-13,Thursday,1,winter,Nazimabad,medium,5.9,2,23.8,2.2,0,0
2022-01-13,Thursday,1,winter,Baldia Town,high,9.2,3,18.8,2.7,1,0
2022-01-14,Friday,1,winter,Gulshan-e-Iqbal,medium,3.9,1,21.0,1.3,0,0
2022-01-14,Friday,1,winter,North Nazimabad,medium,5.1,1,23.7,1.9,0,0
2022-01-14,Friday,1,winter,Korangi,high,8.6,3,19.1,2.5,0,0
2022-01-14,Friday,1,winter,Landhi,high,7.9,3,22.7,2.8,0,0
2022-01-14,Friday,1,winter,Defence (DHA),low,1.4,1,22.5,0.5,0,0
2022-01-14,Friday,1,winter,Clifton,low,0.3,1,18.8,0.1,0,0
2022-01-14,Friday,1,winter,SITE Area,medium,6.2,1,20.1,1.9,0,0
2022-01-14,Friday,1,winter,Orangi Town,high,8.9,4,21.2,2.9,0,0
2022-01-14,Friday,1,winter,Malir,high,6.8,1,19.7,2.1,0,0
2022-01-14,Friday,1,winter,Saddar,medium,4.7,1,21.0,1.5,0,0
2022-01-14,Friday,1,winter,Gulberg,medium,6.7,3,17.8,1.8,0,0
2022-01-14,Friday,1,winter,Liaquatabad,high,6.5,2,22.6,2.3,0,0
2022-01-14,Friday,1,winter,Federal B Area,medium,4.9,1,18.5,1.4,0,0
2022-01-14,Friday,1,winter,Nazimabad,medium,7.4,3,20.2,2.3,0,0
2022-01-14,Friday,1,winter,Baldia Town,high,10.2,3,20.1,3.1,1,0
2022-01-15,Saturday,1,winter,Gulshan-e-Iqbal,medium,5.0,1,23.5,1.8,0,0
2022-01-15,Saturday,1,winter,North Nazimabad,medium,4.3,2,21.9,1.4,0,0
2022-01-15,Saturday,1,winter,Korangi,high,6.1,2,22.7,2.1,0,0
2022-01-15,Saturday,1,winter,Landhi,high,5.9,3,21.4,1.9,0,0
2022-01-15,Saturday,1,winter,Defence (DHA),low,2.0,1,16.5,0.5,0,0
2022-01-15,Saturday,1,winter,Clifton,low,0.2,1,15.9,0.0,0,0
2022-01-15,Saturday,1,winter,SITE Area,medium,4.3,2,21.4,1.4,0,0
2022-01-15,Saturday,1,winter,Orangi Town,high,7.9,4,20.1,2.4,0,0
2022-01-15,Saturday,1,winter,Malir,high,6.9,2,17.2,1.8,0,0
2022-01-15,Saturday,1,winter,Saddar,medium,2.0,1,19.9,0.6,0,0
2022-01-15,Saturday,1,winter,Gulberg,medium,4.8,2,19.9,1.5,0,0
2022-01-15,Saturday,1,winter,Liaquatabad,high,3.9,2,19.8,1.2,0,0
2022-01-15,Saturday,1,winter,Federal B Area,medium,2.3,1,21.3,0.8,0,0
2022-01-15,Saturday,1,winter,Nazimabad,medium,4.8,1,18.1,1.3,0,0
2022-01-15,Saturday,1,winter,Baldia Town,high,6.3,3,17.9,1.7,0,0
2022-01-16,Sunday,1,winter,Gulshan-e-Iqbal,medium,2.9,1,21.9,1.0,0,0
2022-01-16,Sunday,1,winter,North Nazimabad,medium,3.1,1,21.0,1.0,0,0
2022-01-16,Sunday,1,winter,Korangi,high,4.5,2,18.4,1.3,0,0
2022-01-16,Sunday,1,winter,Landhi,high,5.8,3,17.9,1.6,0,0
2022-01-16,Sunday,1,winter,Defence (DHA),low,0.5,1,17.6,0.1,0,0
2022-01-16,Sunday,1,winter,Clifton,low,2.6,1,20.1,0.8,0,0
2022-01-16,Sunday,1,winter,SITE Area,medium,3.4,2,20.4,1.1,0,0
2022-01-16,Sunday,1,winter,Orangi Town,high,5.8,2,19.6,1.7,0,0
2022-01-16,Sunday,1,winter,Malir,high,5.4,1,21.5,1.8,0,0
2022-01-16,Sunday,1,winter,Saddar,medium,2.5,1,18.8,0.7,0,0
2022-01-16,Sunday,1,winter,Gulberg,medium,3.7,1,15.4,0.9,0,0
2022-01-16,Sunday,1,winter,Liaquatabad,high,3.7,1,22.7,1.3,0,0
2022-01-16,Sunday,1,winter,Federal B Area,medium,4.3,1,19.5,1.3,0,0
2022-01-16,Sunday,1,winter,Nazimabad,medium,4.4,1,20.6,1.4,0,0
2022-01-16,Sunday,1,winter,Baldia Town,high,8.3,4,22.2,2.8,0,0
2022-01-17,Monday,1,winter,Gulshan-e-Iqbal,medium,4.1,2,18.1,1.1,0,0
2022-01-17,Monday,1,winter,North Nazimabad,medium,4.3,1,20.4,1.3,0,0
2022-01-17,Monday,1,winter,Korangi,high,6.4,3,17.2,1.7,0,0
2022-01-17,Monday,1,winter,Landhi,high,7.9,2,17.8,2.2,0,0
2022-01-17,Monday,1,winter,Defence (DHA),low,2.7,1,21.8,0.9,0,0
2022-01-17,Monday,1,winter,Clifton,low,1.4,1,23.0,0.5,0,0
2022-01-17,Monday,1,winter,SITE Area,medium,5.7,3,18.3,1.6,0,0
2022-01-17,Monday,1,winter,Orangi Town,high,9.6,4,21.1,3.1,1,0
2022-01-17,Monday,1,winter,Malir,high,6.2,1,19.6,1.9,0,0
2022-01-17,Monday,1,winter,Saddar,medium,3.5,1,17.2,0.9,0,0
2022-01-17,Monday,1,winter,Gulberg,medium,6.3,1,23.8,2.3,0,0
2022-01-17,Monday,1,winter,Liaquatabad,high,5.9,1,21.1,1.9,0,0
2022-01-17,Monday,1,winter,Federal B Area,medium,3.7,1,19.0,1.1,0,0
2022-01-17,Monday,1,winter,Nazimabad,medium,5.1,1,18.3,1.4,0,0
2022-01-17,Monday,1,winter,Baldia Town,high,8.4,4,18.3,2.4,0,0
2022-01-18,Tuesday,1,winter,Gulshan-e-Iqbal,medium,4.4,1,19.9,1.3,0,0
2022-01-18,Tuesday,1,winter,North Nazimabad,medium,5.4,2,18.2,1.5,0,0
2022-01-18,Tuesday,1,winter,Korangi,high,6.5,3,21.5,2.1,0,0
2022-01-18,Tuesday,1,winter,Landhi,high,8.8,3,18.0,2.4,0,0
2022-01-18,Tuesday,1,winter,Defence (DHA),low,1.5,1,21.5,0.5,0,0
2022-01-18,Tuesday,1,winter,Clifton,low,0.1,1,21.1,0.0,0,0
2022-01-18,Tuesday,1,winter,SITE Area,medium,5.1,1,21.1,1.7,0,0
2022-01-18,Tuesday,1,winter,Orangi Town,high,7.8,4,16.4,2.0,0,0
2022-01-18,Tuesday,1,winter,Malir,high,5.7,3,20.1,1.8,0,0
2022-01-18,Tuesday,1,winter,Saddar,medium,4.4,2,18.2,1.2,0,0
2022-01-18,Tuesday,1,winter,Gulberg,medium,6.1,2,16.7,1.6,0,0
2022-01-18,Tuesday,1,winter,Liaquatabad,high,6.9,1,17.6,1.9,0,0
2022-01-18,Tuesday,1,winter,Federal B Area,medium,3.7,1,20.1,1.1,0,0
2022-01-18,Tuesday,1,winter,Nazimabad,medium,4.9,1,19.2,1.4,0,0
2022-01-18,Tuesday,1,winter,Baldia Town,high,9.2,2,18.8,2.7,1,0
2022-01-19,Wednesday,1,winter,Gulshan-e-Iqbal,medium,4.9,1,17.7,1.3,0,0
2022-01-19,Wednesday,1,winter,North Nazimabad,medium,6.0,1,22.9,2.1,0,0
2022-01-19,Wednesday,1,winter,Korangi,high,5.0,3,18.4,1.4,0,0
2022-01-19,Wednesday,1,winter,Landhi,high,8.9,3,19.6,2.7,0,0
2022-01-19,Wednesday,1,winter,Defence (DHA),low,1.7,1,18.8,0.5,0,0
2022-01-19,Wednesday,1,winter,Clifton,low,1.5,1,19.7,0.5,0,0
2022-01-19,Wednesday,1,winter,SITE Area,medium,6.5,2,20.5,2.0,0,0
2022-01-19,Wednesday,1,winter,Orangi Town,high,8.7,3,19.2,2.6,0,0
2022-01-19,Wednesday,1,winter,Malir,high,6.6,3,19.1,1.9,0,0
2022-01-19,Wednesday,1,winter,Saddar,medium,4.5,1,19.2,1.3,0,0
2022-01-19,Wednesday,1,winter,Gulberg,medium,5.8,3,24.2,2.2,0,0
2022-01-19,Wednesday,1,winter,Liaquatabad,high,7.7,4,19.3,2.3,0,0
2022-01-19,Wednesday,1,winter,Federal B Area,medium,5.2,3,19.2,1.5,0,0
2022-01-19,Wednesday,1,winter,Nazimabad,medium,4.0,1,18.0,1.1,0,0
2022-01-19,Wednesday,1,winter,Baldia Town,high,6.9,1,19.3,2.0,0,0
2022-01-20,Thursday,1,winter,Gulshan-e-Iqbal,medium,4.2,1,23.4,1.5,0,0
2022-01-20,Thursday,1,winter,North Nazimabad,medium,5.9,3,19.6,1.8,0,0
2022-01-20,Thursday,1,winter,Korangi,high,7.7,3,15.6,1.8,0,0
2022-01-20,Thursday,1,winter,Landhi,high,8.6,2,21.5,2.8,0,0
2022-01-20,Thursday,1,winter,Defence (DHA),low,0.2,1,22.3,0.1,0,0
2022-01-20,Thursday,1,winter,Clifton,low,1.7,1,19.2,0.5,0,0
2022-01-20,Thursday,1,winter,SITE Area,medium,6.1,1,24.5,2.3,0,0
2022-01-20,Thursday,1,winter,Orangi Town,high,8.5,4,20.5,2.7,0,0
2022-01-20,Thursday,1,winter,Malir,high,6.6,2,18.3,1.9,0,0
2022-01-20,Thursday,1,winter,Saddar,medium,4.9,1,18.3,1.4,0,0
2022-01-20,Thursday,1,winter,Gulberg,medium,5.7,2,19.0,1.7,0,0
2022-01-20,Thursday,1,winter,Liaquatabad,high,7.4,1,20.7,2.4,0,0
2022-01-20,Thursday,1,winter,Federal B Area,medium,5.0,2,19.0,1.5,0,0
2022-01-20,Thursday,1,winter,Nazimabad,medium,5.4,2,18.0,1.5,0,0
2022-01-20,Thursday,1,winter,Baldia Town,high,8.0,2,20.8,2.6,0,0
2022-01-21,Friday,1,winter,Gulshan-e-Iqbal,medium,5.2,1,18.2,1.5,0,0
2022-01-21,Friday,1,winter,North Nazimabad,medium,6.9,2,22.7,2.4,0,0
2022-01-21,Friday,1,winter,Korangi,high,8.0,4,23.8,2.9,0,0
2022-01-21,Friday,1,winter,Landhi,high,8.6,2,17.5,2.3,0,0
2022-01-21,Friday,1,winter,Defence (DHA),low,0.1,1,23.0,0.0,0,0
2022-01-21,Friday,1,winter,Clifton,low,2.1,1,19.9,0.6,0,0
2022-01-21,Friday,1,winter,SITE Area,medium,6.4,3,17.7,1.7,0,0
2022-01-21,Friday,1,winter,Orangi Town,high,11.2,3,20.3,3.5,1,0
2022-01-21,Friday,1,winter,Malir,high,7.8,2,21.5,2.6,0,0
2022-01-21,Friday,1,winter,Saddar,medium,5.0,1,20.4,1.6,0,0
2022-01-21,Friday,1,winter,Gulberg,medium,5.5,1,20.9,1.8,0,0
2022-01-21,Friday,1,winter,Liaquatabad,high,9.2,3,22.7,3.2,1,0
2022-01-21,Friday,1,winter,Federal B Area,medium,5.9,2,19.0,1.7,0,0
